keyword,rank,count,keywords,ranks,counts
,,,"['individual handwritten characters', 'handwritten characters', 'individual characters', 'segmentation', 'ANN', 'handwriting recognition', 'Handwritten sentences', 'recognition', 'different individuals', 'projection- based static segmentation', 'individual letters', 'several segments', 'a static segmentation method', 'Artificial Neural Network', 'India', 'human thinking', 'specific languages', 'a handwritten character', 'North Eastern', 'several successful works', 'optically scanned character', 'an ANN-based dynamic segmentation\nalgorithm', 'text', 'Indian', 'first training', 'the character', 'such tools', 'the trained ANN', 'a segmentation\nboundary', 'the\nsegmentation boundary', 'words', 'sentences', 'The\nsegmented character', 'the North Eastern part', 'the Indian context', 'an ANN', 'the ANN', 'the Artificial Intelligence', 'the best available match', 'the segmented line', 'first', 'development', 'a segment', 'the segments', 'an\nimportant language', 'Segmentation', 'the entire\nline', 'the text', 'the major\nproblems', 'an ongoing\nprocess', 'a combination', 'The work', 'This work', 'the work', 'an aid', 'the\ndomain', 'the\nperformance difference', 'the application', 'The\npoint', 'Each', 'it', 'which']","[0.1321302578465773, 0.12937468498731516, 0.12616584541544973, 0.12176414782101656, 0.0960184831176819, 0.09429277081191235, 0.08347038863162881, 0.08304789580976205, 0.0769618407404194, 0.07683731480501525, 0.07632764184958213, 0.07617043310536731, 0.07594735219628738, 0.07430881048100288, 0.07219776133123604, 0.07210623836259208, 0.07182936865095114, 0.06861128780130299, 0.06731114160996439, 0.065694188028976, 0.06406060705106448, 0.05849814651461933, 0.05836397415113483, 0.055002597033002976, 0.054905870434907855, 0.05358549055014246, 0.05307710316259413, 0.05301059307099198, 0.050550285912231756, 0.050550285912231756, 0.050451679122947984, 0.049677899853658176, 0.047423831384095234, 0.046290498761342246, 0.04496900219055536, 0.04434903766013854, 0.04434903766013854, 0.04353085326449895, 0.04310996043633455, 0.04225895876544579, 0.03853988447411609, 0.03711458839378212, 0.029542844962245976, 0.029542844962245976, 0.028483612701272757, 0.02742202669986461, 0.027000615862358125, 0.02695716494970725, 0.02556808560254508, 0.025342631891759518, 0.02217634812099562, 0.021768262260630125, 0.021768262260630125, 0.021768262260630125, 0.01918823298970726, 0.019186230250141195, 0.017856397289640454, 0.015040681768921264, 0.009197627367256723, 0.0, 0.0, 0.0]","[1, 1, 1, 3, 8, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2]"
,,,"['Citations Database', 'semantic maps', 'co-word analysis', 'Japanese', 'separate Chinese texts', 'Chinese characters', 'Chinese texts', 'Chinese', 'spaces', 'semantic\nmaps', 'the China\nScientific and Technical Papers', 'programs', 'A word', 'the words', 'The word occurrence\nmatrix', 'the 1652 journal titles', 'one or more characters', '58\nwords', 'The online availability', 'not only information', 'the readability', 'this study', '1652', '58', 'This', 'it', 'one', 'ten', 'them', 'we', 'which']","[0.14732690826799277, 0.13206736765169502, 0.12919800947185353, 0.10100616808580769, 0.09657537890335283, 0.09243141744749413, 0.08802271677579396, 0.07658610300817632, 0.07163628655935593, 0.07003929842997783, 0.054225897906889864, 0.053834045271179944, 0.04941417344565717, 0.04941417344565717, 0.04920030068736414, 0.04055093931419869, 0.04041445197740977, 0.035883800779056556, 0.03169364051853545, 0.024274194603353567, 0.021949090426634302, 0.019375230085384464, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 1, 1, 2, 1, 1, 1, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
,,,"['primitive discourses', 'new primitive discourses', 'complex discourses', 'compound discourses', 'discourse', 'machine translation', 'primitive ones', 'as many primitive discourse forms', 'further dissection', 'ellipses', 'further improvement', 'mono-sentential discourses', 'the discourse formula', 'dissection', 'the real world text', 'patterns', 'the given text', 'ellipsis\nresolution', 'order', 'a theoretical research based approach', 'The source text', 'i.e., newspaper fragments', 'The formula', 'An attempt', 'The procedure', 'The validity', '  This paper', 'first', 'it']","[0.18255948635135824, 0.17463368495433224, 0.16173431709654312, 0.15811780820386695, 0.15425800471515738, 0.14392521979783615, 0.12826458265132265, 0.11112722383005326, 0.10592559629016665, 0.10374466583064465, 0.10060293453043581, 0.09580570625886413, 0.08160693680287995, 0.07266990412992654, 0.07224666468942521, 0.06693763617564479, 0.06669101601881826, 0.06616864838428593, 0.059485156836289965, 0.05908964065544463, 0.05874271734167782, 0.0450777536842964, 0.024628380458088656, 0.017883243044333873, 0.017883243044333873, 0.017883243044333873, 0.012986531716290887, 0.0, 0.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
,,,"['unidentified words', 'unidentified lexical units', 'intense need', 'many unknown words', 'discourse unit', 'Machine Translation', 'real time updates', 'names', 'abbreviations', 'the unidentified words', 'primitive discourse', 'a complete lexicon', 'Text-based Machine Translation', 'acronyms', 'TBMT', 'news paper fragments', 'These unknown words', 'the lexicon', 'newly introduced terms', 'analysis', 'a new\nmechanism', 'a mechanism', 'a unit', 'a Machine Translation (MT) system', 'the problem', 'especially names', 'cataphora\nresolution', 'anaphora and cataphora\nresolution', 'the resolution', 'an algorithm', '  This paper', 'This\nalgorithm', 'the\nalgorithm', 'We', 'it']","[0.1468350064200325, 0.13864708272993004, 0.1354893297436582, 0.11295651869585704, 0.10393353443366844, 0.09556900609727821, 0.09517481257603172, 0.08311374356913753, 0.0790142346814158, 0.07787102156638143, 0.07463347060923968, 0.07392488099245641, 0.07309224130662673, 0.06966634056581024, 0.0662870625547312, 0.0660230642400334, 0.06115238329629879, 0.06090294020170213, 0.05821763002573951, 0.055701478259186844, 0.05083107217730405, 0.047019499298843206, 0.042743027239623255, 0.041407180124955326, 0.03987964926941496, 0.03838859377839927, 0.029374807692703536, 0.02529330729664986, 0.021335945737479017, 0.01852468176086159, 0.01534911963722355, 0.01345233449130173, 0.01345233449130173, 0.0, 0.0]","[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1]"
,,,"['ISO', 'linguistic annotations', 'RDF', 'XML', 'its starting point', 'the\nInternational Standards Organization', 'ISO/TC 37/SC 4 Language Resource\nManagement', 'related\nstandards', 'an abstract data model', 'the work', 'this work', 'a newly formed committee', 'this paper', 'two-fold', '  The goal', 'which']","[0.13406354721175184, 0.10115644931043999, 0.08746006359298267, 0.08531373170065912, 0.07717479635887038, 0.0645118642729973, 0.06428150351985265, 0.06358735518702568, 0.059822260534448404, 0.05895866756930656, 0.05895866756930656, 0.04939112462483412, 0.021321696685527806, 0.017540386906744313, 0.013667786822740655, 0.0]","[1, 1, 2, 2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1]"
,,,"['various sentence selection strategies', 'required\nlabeled training data', 'the random selection strategy', 'the training data', 'different views', 'mentions', 'the same performance', 'entities', 'the data', 'The best strategy', 'confidences', 'this strategy', 'active\nlearning', 'only 42%', 'over 50%', 'two statistical classifiers', 'the task', 'the amount', 'the sum', 'Our experimental results', 'the\nsystem', 'The\neffect', 'We', 'two']","[0.14003631612109077, 0.11814862198317318, 0.0968162085372799, 0.09483252961838817, 0.09279049416661145, 0.0829312689649313, 0.0816757450397063, 0.07657558196801172, 0.06728462868466983, 0.06460481783697049, 0.06101956579002558, 0.05779770363661834, 0.046831382833885674, 0.04383980412136289, 0.04383980412136289, 0.0438365337930059, 0.0314318597304549, 0.03119043411373767, 0.025840929857419107, 0.02432060099380682, 0.021033205852433824, 0.010796805611865783, 0.0, 0.0]","[1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
,,,"['social Internet network messaging', 'written English', 'Shannon theory', 'direct computer processing', 'first principles', 'English', 'English text', 'other Latin languages', 'length', 'symbols', 'Shannon', 'first', 'words', 'practical applications', 'some classic entropy-related concepts', 'the English language', 'Latin', 'plagiarism-detection software', 'redundancy', 'a new perspective', 'results', 'the entropy', 'a reasonable long\nsample', 'a total', 'the minimum\nnumber', '20.3 million\ncharacters', 'one to five hundred\ncharacters', '  A simple method', 'a more realistic value', 'Some implications', 'an example', 'This\nmethod', '20.3 million', 'one to five hundred', 'that']","[0.11845703057707263, 0.11294287262344077, 0.1020706843764614, 0.09708612809749333, 0.09276936349114151, 0.08953822520168585, 0.08881388666407089, 0.08837428002520394, 0.0880664291410649, 0.07685219136927196, 0.0733901555344714, 0.0687880988198988, 0.0670032850937637, 0.055231249979554344, 0.054017595555824145, 0.05292289454309224, 0.050310789728051454, 0.05024028478203404, 0.04856287382743354, 0.04161832900853172, 0.03876814463716907, 0.03833996408453837, 0.03676230175377165, 0.03401235756555351, 0.032698726037122754, 0.02840736607284543, 0.021994731673132047, 0.018765525764731728, 0.018765525764731728, 0.01580637326537287, 0.01580637326537287, 0.013003231015538096, 0.0, 0.0, 0.0]","[1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
,,,"['few languages', 'languages', 'family trees', 'living organisms', 'families', 'subgroups', 'extinction', 'mutation', 'previous studies', 'reproduction', 'time', 'fifty different languages', 'studies', '  Languages', 'relatedness', 'new information', 'words', 'a specific linguistic knowledge', 'distances', 'subjective judgment', 'modern glottochronology', 'principle', 'Swadesh', 'a common historical\norigin', 'Austronesian', 'a process', 'The resulting trees', 'some important differences', 'the Indo-European and Austronesian families', 'the tree', 'the same database', 'a large number', 'a\nrelevant role', 'an automated method', 'the phylogenetic\nrelationships', 'the degree', 'both cases', 'these differences', 'the percentage', 'the position', 'the structure', 'The weak point', 'The method', 'our method', 'the method', 'this method', 'a\nquick comparison', 'the subjectivity', 'the Indo-European', 'the\n1950s', 'this similarity', 'whose\nresults', 'We', 'fifty', 'it', 'that', 'those', 'we', 'what', 'which']","[0.13382685670477476, 0.13177293625754943, 0.11047508942453099, 0.10106861346750236, 0.09158855921003464, 0.08000175135780555, 0.07889929461314657, 0.07820714157663551, 0.07691649519811657, 0.07584362877196445, 0.07571754561822558, 0.07331634581100911, 0.0656913844852303, 0.06086331217616286, 0.060236883277655674, 0.05953668826512146, 0.05533264037090948, 0.05417304452569319, 0.051878907390018617, 0.05132734983911964, 0.04801741598842136, 0.04716368395123028, 0.044839652204722726, 0.04364250769358486, 0.040131905877234225, 0.03961799814423883, 0.039114124273408366, 0.03866975711307974, 0.03540831112363643, 0.03375796005877248, 0.03352945929479183, 0.03178257729961692, 0.02882929368031092, 0.027398181738999536, 0.02707182433759661, 0.026853761561831436, 0.026223223187113405, 0.025681046176478275, 0.02480572447455983, 0.023758504823467808, 0.022220211674865514, 0.02107093003942168, 0.020679082234195192, 0.020679082234195192, 0.020679082234195192, 0.020679082234195192, 0.018546093708066022, 0.01829694437598815, 0.01828336956012715, 0.01593952241316904, 0.014768812853908598, 0.01395516345062206, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 3, 1, 1, 1, 2]"
,,,"['DUrville', 'Dumont DUrville', 'comparative words lists', 'Words', 'words', 'various languages', 'different meanings', 'normalized Levenshtein distance', 'Levenshtein distance', 'languages', 'Pagel et al', 'distance', 'distances', 'shared cognates', 'Astrolabe', 'Pacific', 'averages', 'French', 'lexical changes', 'use', 'the same meaning', 'Levenshtein', 'modern glottochronology', 'lexical evolution', 'a common historical origin', 'the words', 'relation', 'Swadesh', 'glottochronology', 'the\nassociated words', 'a new automated method', 'replacement', 'the geographical division', 'borrowings', 'Morris', 'the French explorer', 'his work', 'the work', 'fact', 'The method', 'a method', 'his voyages', 'Morris\nSwadesh', 'the Pacific', 'its roots', 'a\nlist', 'the frequency', 'the percentage', 'a rate', 'the 1950s', 'the\nAstrolabe', 'the degree', 'an\nautomated methodology', 'Another classical problem', 'the study', 'This problem', 'the\nstability', 'The speed', '  The idea', '1826', '2007', 'He', 'all', 'he', 'it', 'them', 'we', 'which']","[0.2061672688363763, 0.20205245141329736, 0.11604434257921911, 0.10776699749563005, 0.10776699749563005, 0.09711596866471413, 0.09601018243806432, 0.09171527192029903, 0.08785253373752341, 0.08780090172371628, 0.08005297046690031, 0.07610563335644953, 0.07610563335644953, 0.06706327963480514, 0.06072110804252862, 0.06006556209383015, 0.0597012659600656, 0.05751724752191954, 0.05657271843432378, 0.054530147531396456, 0.05435976096596724, 0.05376577643844832, 0.05374537925709228, 0.052144962625906545, 0.05136847188792346, 0.04977544401108779, 0.04716546933635232, 0.04667015218494897, 0.0441693039471407, 0.04375804962417048, 0.04337298911557581, 0.04295348995987642, 0.04288202913164232, 0.04184084277217082, 0.041124833675577684, 0.04094028528548476, 0.03707067471101422, 0.03707067471101422, 0.033236630332104715, 0.030244988844036508, 0.030244988844036508, 0.02957451888634252, 0.029553871757417662, 0.027743094755119213, 0.026533787588664468, 0.025003516506936666, 0.024018464656880314, 0.022775442572578592, 0.02237555486980862, 0.020845072085982658, 0.02036647878783048, 0.020294791662248426, 0.0197239012074893, 0.01867671252968258, 0.015810192414954686, 0.01293436383129202, 0.012234644931031914, 0.011417601172244024, 0.008291283598826136, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 2, 1, 1, 3, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3]"
,,,"['meaning', 'meanings', 'contexts', 'interfaces', 'reflexive mechanisms', 'co-word analysis', 'Words', 'words', 'different domains', 'time', 'diaphors', 'different\nmeanings', 'metaphors', 'studies', 'context', 'sentences', 'society', 'processing', '-', 'new avenues', 'stem-cell therapies', 'communication', 'use', 'co', 'science', 'Frankenfoods', 'technology', 'the science/society interface', 'carriers', 'the interface', 'the sociological quest', 'the varying sides', 'three recent scientific controversies', 'the translation', 'the analysis', 'This study', 'the study', 'their contexts', 'the codes', 'Our empirical focus', 'this structuring', '  Co', 'that', 'three', 'we']","[0.13725557899767815, 0.13725557899767815, 0.10503917163642085, 0.10349533259701638, 0.10207956011825882, 0.09958132730654166, 0.09490299945113058, 0.09490299945113058, 0.0896778563637568, 0.08747271125545909, 0.0786115235572116, 0.07844501926432353, 0.07551284826915766, 0.07396364982153462, 0.07175066123249596, 0.07133196138512461, 0.0712858725836702, 0.06440675699894795, 0.0629685037712162, 0.0620255939026276, 0.06154389765868613, 0.0600962637262387, 0.05918355874714688, 0.058435275784330304, 0.05676509029968173, 0.056611346440872, 0.05433120906521798, 0.052119690515627204, 0.04944785561898473, 0.0478024465078058, 0.044111659949702835, 0.04186693837448563, 0.03940503815943719, 0.03821704387755629, 0.03511355782794123, 0.034162346507768185, 0.034162346507768185, 0.03314021086169215, 0.02787949653548933, 0.023413883131568867, 0.016215011803815363, 0.014313601692693374, 0.0, 0.0, 0.0]","[6, 1, 1, 2, 1, 1, 1, 4, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1]"
,,,"['such labeled development data', 'unlabeled data', 'other applications', 'test', 'model selection', 'putative labels', 'candidate word pronunciations', 'machine learning', 'speech processing systems', 'minimax-optimal censored likelihood ratio tests', 'human experts', 'conventional supervised pattern recognition tasks', 'unlabeled speech\ndata', 'trained classifiers', 'the nonparametric sign test', 'likelihood-based model selection', 'robust statistics', 'a limiting case', 'other\nlarge-scale practical applications', 'ground-truth labeling', 'Results', 'results', 'some other means', 'instances', 'so-called development data', 'leverages', 'turn', 'use', 'the classification error rate', 'evidence', 'an alternative\nsemi-supervised framework', 'each model', 'the words', 'this\nautomatic labeling', 'The errors', 'a set', 'This approach', 'this approach', 'the utility', 'the-art', 'This article', 'the context', 'it', 'that', 'which']","[0.11026360330656274, 0.10605577527073998, 0.096419452822647, 0.08996992550632558, 0.08932818003802996, 0.08224502313285413, 0.08092702796832674, 0.07967792806198226, 0.07732304231010763, 0.07212932899616516, 0.06958100501253292, 0.06658155191269574, 0.06608750029899578, 0.06471594005432454, 0.06403961553193253, 0.06188194344719323, 0.0615151900452031, 0.05207420858205657, 0.051425293787424435, 0.049291745364906554, 0.048206829880107126, 0.048206829880107126, 0.04805686509932396, 0.04730304047520803, 0.04715470237012288, 0.046946778536008024, 0.04661387121992385, 0.045409457209630646, 0.043486020785891845, 0.04180456652574984, 0.03393251315880658, 0.03392679752817267, 0.030060161219117143, 0.029721786548001786, 0.02331296687968527, 0.022283171750194543, 0.02096791604007475, 0.02096791604007475, 0.02020512329178254, 0.014500511230257498, 0.011661435866964054, 0.011661435866964054, 0.0, 0.0, 0.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1]"
,,,"['corresponding recent standardisation activities', 'dictionary models', 'formats', 'a\npresentation', '  A survey']","[0.31120756477299, 0.15130319566206213, 0.1362948359269397, 0.05218048824511559, 0.03144463187660547]","[1, 1, 1, 1, 1]"
,,,"['automatic acquisition', 'lexical information', 'corpora', 'especially subcategorization acquisition', '  This paper']","[0.27384298810936203, 0.24722234259499004, 0.21631925651960296, 0.17479637359563507, 0.024549512651549147]","[1, 1, 1, 1, 1]"
,,,"['other words', 'words', 'dictionaries', 'psycholinguistic correlates', 'psycholinguistic variables', 'The GK words', 'How many words', 'Definitions', 'definitions', 'age', '  A dictionary defines words', 'the\ndefining words', 'internal structure', 'order', 'KC', 'terms', 'concreteness', 'acquisition', 'all\nthe other words', 'the dictionary', 'an earlier age', 'These definitional distances', 'definitional\ndistances', 'the full\ndictionary', 'a surrounding layer', 'more\nconcrete', 'our heads', 'GK', 'their ""grounding kernels', 'the meanings', 'the rest', 'imageability,\noral and written frequency', 'the ""mental lexicon', 'a strongly connected ""kernel\ncore', 'a hierarchy', 'all the rest', 'about 10%', 'the periphery', 'the\nGK', 'We', 'each', 'one', 'they', 'which', 'you']","[0.16882753290506905, 0.1564825206376838, 0.10339830227900881, 0.08301799553263782, 0.08297616271341278, 0.08061802722060872, 0.0794538187306869, 0.07552109603981484, 0.07552109603981484, 0.07403012598629008, 0.06602014996450532, 0.06566998897598988, 0.06370052992058968, 0.06031771060593741, 0.05881931168307646, 0.05848061302332028, 0.05594849807876275, 0.05483746746270547, 0.05275860403283408, 0.04775763012362883, 0.04679375924145464, 0.04463030113719606, 0.04463030113719606, 0.043445484511392525, 0.042982979378848686, 0.041021378492063915, 0.03911676751034838, 0.03886239810727199, 0.038418550557479635, 0.03759621639557581, 0.03734157123862057, 0.03733852770964406, 0.032874435278994925, 0.030207559371905317, 0.028617539916269315, 0.027116865661574126, 0.02587236733943033, 0.025109729676201162, 0.013034844590477903, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 4]"
